file,top_object,feature_name,guid,bucket,reason
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,Hulking Chimor,43ac8073-f54c-4ad9-b944-04d40fc2c3b0,confident-book,description matches book text
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,Violent,576148bf-c90b-4c50-b0b9-92e9b0f3e61a,confident-book,description matches book text
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,Shaping,adc92d19-f3da-420a-9608-495a05a3afd7,confident-book,description matches book text
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,Soul Flense,1972bd04-e133-47c4-9b5c-1255d8d7af40,confident-internal,"summoner/companion system wiring carrier (app mechanics, no book-facing text)"
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,Summoner,e26febc9-cf7c-4351-93a5-71b4a1ecf9aa,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,New Portfolio Minion,cb253369-c041-486d-90c4-7cb5c70d6f8c,confident-book,description matches book text
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,Faded Blightling,3a4e7d18-f06b-455b-9c05-e0a17a140021,confident-book,description matches book text
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,Gorrre,224c97e3-c664-4075-b9ec-ddf60a2e6d3a,confident-book,description matches book text
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,Vicisittante,c33e9ece-0f18-4d45-9f27-5bb5e2db51c2,confident-book,description matches book text
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,Ensnarer,4d8d0fb0-1e55-414f-92c7-917f2dee36a6,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,Rasquine,08c1547a-5fa8-4dbd-b2d8-a1c98f9349cf,confident-book,description matches book text
objectTables/subclasses/circle-of-blight.yaml,Circle of Blight,Razor,12d962bf-599d-406a-9785-da37840f740d,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Channel,9094ef0a-327c-4ef6-9a57-6a228eb60413,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Dread March,c27cef32-ee8b-497e-9bf1-950407d05b53,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,New Portfolio Minion,9520a04e-f672-45d3-ad52-3b3281fa328a,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,False Vampire,d18ea900-1244-4e42-b081-a2971f31cc03,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Phantom of the Ripper,91cdbc98-503b-4032-b9d3-5a72ac940bc7,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Zombie Titan,40112cec-3f07-4a3c-98ca-be2d51805ea7,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Rise!,5c6d2834-2286-406a-94d8-3b3e657ca40e,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Dead Men Tell All Tales,ea9ed6c5-9359-4120-bc80-82d896dbdc9a,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Grave Knight,b290eeba-8d1d-42e4-85f4-6ce64b9a6d2f,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Stalker Shade,fd9f332a-e3e3-4f82-8bbb-879f82922c14,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Zombie Lumberer,e47cad71-361b-464b-8030-6930a09381d0,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,8th-Level Circle Feature,1b18844e-b2e3-4498-8805-77c5277fa0da,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Kill the Pain,67c431dd-19bd-4229-9891-61e62be9dfc4,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Portfolio Champion,7a9e9de5-b2f5-4281-92bd-da1b7491040f,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Undead Portfolio Champion,ad8e3477-f8f1-4ab5-a31a-212d0791983d,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Summoner's Dominion,65eb7cd8-a396-4a48-bea5-a9e1fd221b45,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Undead Portfolio Fixture,a689b88b-1a7c-46f0-8af6-3f03e98c5d8f,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,New Portfolio Minion,547b46bf-ca52-4963-af38-addeb8ec1fc4,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Accursed Mummy,77f640d6-6e9e-4926-9a66-d941ebd20e42,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Ceaseless Mournling,0c4cf031-b861-4661-8a9f-be462c85d91a,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Phase Ghoul,8af7f11e-4524-439d-8b6b-e3b6683d476e,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Husk,d0aff1b4-5694-4035-b862-6563d9d32e4e,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Shrieker,22c919e6-993e-43ef-b01c-1e5cc5c0f56c,confident-book,description matches book text
objectTables/subclasses/circle-of-graves.yaml,Circle of Graves,Skeleton,f5236a3f-715d-4734-9863-f38adc4265e5,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Fairy Whispers,58d168df-1f8e-447c-b037-ed4a38da7e33,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Pixie Dust,838a0909-4493-4c9d-bcb6-9f1cf08fc512,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Pixie Hydrain,066d825a-8df7-4649-ac48-d5e8b01f162b,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Pixie Loftlilly,4c5f9923-7098-46e9-bcbd-15f2e424d529,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Sprite Orchiguard,0b1f4b99-6720-42d7-9d1e-f3d845456f45,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,8th-Level Circle Feature,4f327aee-a52c-48ec-a4a7-a1cf40d33a6a,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Celestial Grace,bf9cf425-678b-44cd-ae03-5453f8ebf845,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Portfolio Champion,bf034f80-6ae2-47bd-9bda-bd7a47f4fe6e,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Fey Portfolio Champion,ee63e9b3-143d-442f-bb74-0d4d469b7d65,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Summoner's Dominion,67478e1f-a397-48ea-b0c8-b0972c9c61ee,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Fey Portfolio Fixture,20db4a2c-63aa-402a-a119-908cb5ef5d2b,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,New Portfolio Minion,df5289ec-1efc-4120-aa64-5e8932e2506a,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Nixie Hemloche,7d5920de-18dd-4866-bc14-01d0ed024bf3,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Pixie Rosenthall,a9b1f081-7734-4d56-9121-5cee91c99437,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Sprite Foxglow,da1cca7b-1ba1-49fe-9435-4bd8af0a5217,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Flash Powder,7b1e4a90-2c6d-4f81-9a3e-1d5c8e0a4f22,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Pixie Lift,3f9c2e15-8b47-4d0a-bc91-6e2f7a9d3c08,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,New Portfolio Minion,ace3de9a-4549-4dd0-8974-86e78836117f,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Nixie Corallia,8eb10e97-02c1-455d-a14a-6e1c3079a14b,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Pixie Belladonix,5c5d15e7-7c81-4349-8eff-48e98b6ae113,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Sprite Olyender,40cc887a-f7c1-4ad1-93b4-9cdc8a11c558,confident-book,description matches book text
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Nixie Soakreed,de9d3d57-2363-4462-97ce-2df415e64ca5,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Pixie Bellringer,1abf24b2-b6ac-48cc-b41f-cb7b8ace7910,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/subclasses/circle-of-spring.yaml,Circle of Spring,Sprite Dandeknight,126e1e16-5f0d-4e67-a67c-353716f5c529,confident-book,description matches book text
objectTables/subclasses/circle-of-storms-1.yaml,Circle of Storms (1),Crux of Ash,aed88419-e6d4-48d1-a624-9da4182ffaf4,skipped-hidden,top-level object is hidden (soft-deleted/legacy)
objectTables/subclasses/circle-of-storms-1.yaml,Circle of Storms (1),Flow of Magma,f01d3af5-ef95-49c9-ad26-fb6cf08dfd10,skipped-hidden,top-level object is hidden (soft-deleted/legacy)
objectTables/subclasses/circle-of-storms-1.yaml,Circle of Storms (1),Desolation of Sand,4f5d8a1b-4096-48d3-a200-b85c239ed0a3,skipped-hidden,top-level object is hidden (soft-deleted/legacy)
objectTables/subclasses/circle-of-storms-1.yaml,Circle of Storms (1),Heart of Nature,9b3da3af-5864-49b3-824e-300189e91568,skipped-hidden,top-level object is hidden (soft-deleted/legacy)
objectTables/subclasses/circle-of-storms-1.yaml,Circle of Storms (1),Elemental Affinity,f0f40fd7-988f-453a-af41-a789c1c398c6,skipped-hidden,top-level object is hidden (soft-deleted/legacy)
objectTables/subclasses/circle-of-storms-1.yaml,Circle of Storms (1),Elemental Portfolio Signature Minion,46cd336b-477d-4109-b2bf-8d3f5548c0ab,skipped-hidden,top-level object is hidden (soft-deleted/legacy)
objectTables/subclasses/circle-of-storms-1.yaml,Circle of Storms (1),Brisk Gale,6c87c99c-44e1-4598-8446-8ad05178368d,skipped-hidden,top-level object is hidden (soft-deleted/legacy)
objectTables/subclasses/circle-of-storms-1.yaml,Circle of Storms (1),Fire Plume,86f9ef96-ba29-4a47-a297-56ee2acb777c,skipped-hidden,top-level object is hidden (soft-deleted/legacy)
objectTables/subclasses/circle-of-storms-1.yaml,Circle of Storms (1),Walking Boulder,eef7bec2-2c91-4413-8314-a26a06f74487,skipped-hidden,top-level object is hidden (soft-deleted/legacy)
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Nature Watch,e2a7c91d-4f38-4a6b-bd05-8c3e1f9a2d70,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Split,6d0b3e8a-7c14-49f2-a5d8-3b9e6c2f1a05,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,New Portfolio Minion,4756cb3c-e4a4-41b9-b45f-76a4d2c171bb,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Iron Reaver,73039fc2-17ab-49c6-b983-00a68cff5872,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Knight of Blood,67910200-16f3-45d2-9e35-0caffff368ff,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Light of the Sun,17d2b66b-bedf-4fb4-b57b-13c8fe50089f,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Heart of Nature,9b3da3af-5864-49b3-824e-300189e91568,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Elemental Affinity,f0f40fd7-988f-453a-af41-a789c1c398c6,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Summoner's Dominion,a38102c3-c6af-472f-b029-8b0a338af158,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Elemental Portfolio Fixture,1aebfd3a-5f7b-44e0-9949-9cfe17923a45,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,New Portfolio Minion,a9e06136-e61b-4473-9d97-e4629b6926f6,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Dancing Silk,14015539-1862-4b6a-8ba1-329c8d808324,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Principle of the Swamp,d7684784-5820-4e4b-bd79-df7d50faa10b,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Quiet of Snow,ba4396cc-32c5-4acb-90f9-4ba078020630,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Crux of Ash,aed88419-e6d4-48d1-a624-9da4182ffaf4,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Flow of Magma,f01d3af5-ef95-49c9-ad26-fb6cf08dfd10,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Desolation of Sand,4f5d8a1b-4096-48d3-a200-b85c239ed0a3,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,8th-Level Circle Feature,151802f3-3234-4424-b456-895a0d313583,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Control the Elements,3642b201-d0e3-40a7-833f-c5b31cbf4ac3,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Portfolio Champion,ac6a9e0a-fa28-4360-a0e0-f8a2cf01e40d,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Elemental Portfolio Champion,8a1b6774-bc13-43cb-b09f-01eca28c38e5,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Elemental Portfolio Signature Minion,46cd336b-477d-4109-b2bf-8d3f5548c0ab,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Brisk Gale,6c87c99c-44e1-4598-8446-8ad05178368d,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Fire Plume,86f9ef96-ba29-4a47-a297-56ee2acb777c,confident-book,description matches book text
objectTables/subclasses/circle-of-storms.yaml,Circle of Storms,Walking Boulder,eef7bec2-2c91-4413-8314-a26a06f74487,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,Black Ash Teleport,42fbd898-0f3f-461a-b1c7-41e11c90b286,confident-book,description matches book text
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,Magic Skill,903a62c0-49c0-47a4-9533-016c9bee00cb,confident-internal,skill/language grant; Skills & Languages section shows it (ruling 3)
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,Burning Ash,55ceec07-62e1-41c9-9cb9-6bc5cccb2d67,confident-book,description matches book text
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,In a Puff of Ash,637cc817-9230-4d3a-906d-781f8f1ab1b0,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,Too Slow,49990818-7fcb-4034-86a8-b21e3241f3db,confident-book,description matches book text
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,In All This Confusion,98d1413f-bacb-4b9a-9c5c-671ed205cf4d,confident-internal,empty-desc hero feature surfaced in trigger drawer/routines (ruling 2)
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,Trail of Cinders,b05fb9b5-1a50-4496-a6c5-8eca4e8c754f,confident-book,description matches book text
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,Cacophony of Cinders,d7999d37-1113-4308-9ad5-57e8c7223c86,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,Demon Door,2fc61ad2-1270-491c-860a-c9b345fca99c,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,Black Ash Eruption,56190963-222c-4b71-9f22-468263f2e51e,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,Cinderstorm,cf637d1c-bd46-4149-975c-5aca59190d5a,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-black-ash.yaml,College of Black Ash,Cinder Step,7caa5397-d3ee-4c5d-a388-a480a44a586e,confident-book,description matches book text
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,Trained Assassin ,4f427497-7917-4340-b74d-0629d37240c0,confident-book,description matches book text
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,Sticky Bomb,97afc701-ecfa-4382-96e7-c1c981b3df59,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,Stink Bomb,aa127e7b-3947-499e-b5c5-dfbab9087e0c,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,Defensive Roll,13d4cac6-ab37-4cb5-a8b8-a5dd164fdafd,confident-internal,empty-desc hero feature surfaced in trigger drawer/routines (ruling 2)
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,Volatile Reagents,e26f4d46-c083-4baa-8780-25addc7679eb,confident-book,description matches book text
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,Smoke Bomb,197959a5-5e95-42d0-a495-2bfcc7e8f443,confident-book,description matches book text
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,Time Bomb,0b391400-89e9-4c1d-aa96-3f74a79d9388,confident-book,feature name matches book text; rules text lives in modifiers
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,Chain Reaction,c067eb85-b266-45b0-bab1-268d889b6c51,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,To the Stars,3af56fa5-83fb-44cc-9eda-0318225c927f,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,One Vial Makes You Better ,4a66dad0-fa36-4bc6-8faf-b49f762fa3c8,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,One Vial Makes You Faster,447bdb79-50ec-418c-9b87-fa209edc9bf3,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,Caustic Alchemy Skill,15ecc80a-e038-4ed1-96ae-9742eb0a9867,confident-internal,skill/language grant; Skills & Languages section shows it (ruling 3)
objectTables/subclasses/college-of-caustic-alchemy.yaml,College of Caustic Alchemy,Coat the Blade,88f82f18-4cc1-4e61-a3d8-a521634c949e,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,Harlequin Gambit,5c4d880e-9d85-40be-822b-7b2881342f1a,confident-book,description matches book text
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,Parkour,3270b0f6-303a-41cf-a5d0-83f55fc206cb,confident-book,description matches book text
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,Friend!,6d65b960-bc50-417d-8760-a8b6adbb19e3,confident-book,description matches book text
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,Machinations of Sound,79c88177-7b4a-4a68-87e1-f45f141e185d,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,So Gullible,9fc16ff8-7975-424a-b911-16c19a883fff,confident-book,description matches book text
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,Clever Trick,ef61b16b-4b2f-44a2-813a-0eba61ee3a12,confident-internal,empty-desc hero feature surfaced in trigger drawer/routines (ruling 2)
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,I Am You!,e86ad022-7fac-4534-ab11-c0c004aac046,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,It Was Me All Along,084be7fd-c74c-4e03-9e3e-9c153fcbe6a9,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,Look!,9af8fc6c-55c5-4e07-ad68-ac792edff6c4,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,Puppet Strings,f45fd80e-a7f2-4202-81a1-568e38f7aae7,confident-book,feature/perk-shaped ability grant; feature row stays visible (ruling 1)
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,Lie Skill,68a24e90-956e-47e1-9c4e-eb61800203d4,confident-internal,skill/language grant; Skills & Languages section shows it (ruling 3)
objectTables/subclasses/college-of-the-harlequin-mask.yaml,College of the Harlequin Mask,I'm No Threat,dd9d4193-31d1-4452-b11c-0af1f7c4533c,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/subclasses/creation-domain.yaml,Creation Domain,Creation Domain Piety,4bf5220a-0cfc-44b5-9a94-51b6e6f030fd,confident-book,feature name matches book text; rules text lives in modifiers
objectTables/subclasses/creation-domain.yaml,Creation Domain,Creation Domain Effect,1c038966-41eb-46bb-bc61-4c7f9de56309,confident-book,"default: has description, no plumbing signals (policy rule 1)"
objectTables/subclasses/death-domain.yaml,Death Domain,Death Domain Piety,1d1d2b8d-f5d1-4ad2-8cdc-f704f8e094cc,confident-book,feature name matches book text; rules text lives in modifiers
objectTables/subclasses/death-domain.yaml,Death Domain,Death Domain Effect,3e4662a5-c70c-4ae3-b03d-a39348d6b8de,confident-book,description matches book text
objectTables/subclasses/disciple-of-the-chronokinetic.yaml,Disciple of the Chronokinetic,Instant Action,a8a3fa4f-33da-404e-b4e5-4f3addd29ee9,confident-book,description matches book text
objectTables/subclasses/disciple-of-the-chronokinetic.yaml,Disciple of the Chronokinetic,Blur,4be7d396-c360-47c3-ab8f-d716d02caa15,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/disciple-of-the-chronokinetic.yaml,Disciple of the Chronokinetic,Force Redirected,ff65c62a-b8d1-4371-937c-772137cfdd35,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/disciple-of-the-chronokinetic.yaml,Disciple of the Chronokinetic,Rapid Processing,7574d970-715f-4730-be1d-2069e60e069e,confident-book,description matches book text
objectTables/subclasses/disciple-of-the-chronokinetic.yaml,Disciple of the Chronokinetic,Arrestor Cycle,1d3f23f3-7759-47bc-a15d-f43417e93a09,confident-book,description matches book text
objectTables/subclasses/disciple-of-the-chronokinetic.yaml,Disciple of the Chronokinetic,Time Loop,00911a2a-4d18-44f1-8938-f22f96d1826a,confident-book,description matches book text
objectTables/subclasses/disciple-of-the-chronokinetic.yaml,Disciple of the Chronokinetic,Interphase,89275bff-659f-4e98-95a1-4489c72f1d84,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/disciple-of-the-chronokinetic.yaml,Disciple of the Chronokinetic,Phase Step,813ac2b5-abf3-4158-a848-60c331519d24,confident-book,feature/perk-shaped ability grant; feature row stays visible (ruling 1)
objectTables/subclasses/disciple-of-the-chronokinetic.yaml,Disciple of the Chronokinetic,Shared Momentum,6953d4d7-a806-4b42-9497-74e7775ff301,confident-book,description matches book text
objectTables/subclasses/disciple-of-the-chronokinetic.yaml,Disciple of the Chronokinetic,Chronokinetic Mastery,6bf58942-36c8-43bc-b0cc-0d758b64fdf5,confident-book,feature name matches book text; rules text lives in modifiers
objectTables/subclasses/disciple-of-the-cryokinetic.yaml,Disciple of the Cryokinetic,Ice Pillars,a4bc5b9b-6ccb-4f22-9182-029c607554f1,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/disciple-of-the-cryokinetic.yaml,Disciple of the Cryokinetic,Wall of Ice,a723cf6f-40da-4206-983a-2802800614e4,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/disciple-of-the-cryokinetic.yaml,Disciple of the Cryokinetic,Synaptic Triage,20b8fe03-e221-46d6-ab3c-f40079378f0b,confident-book,description matches book text
objectTables/subclasses/disciple-of-the-cryokinetic.yaml,Disciple of the Cryokinetic,Entropic Field,0f6d58d4-2bd0-4031-a82b-0459e8f80627,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/disciple-of-the-cryokinetic.yaml,Disciple of the Cryokinetic,Heat Sink,7816ced6-98e9-4d6f-82d2-62a7d9fa3191,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/disciple-of-the-cryokinetic.yaml,Disciple of the Cryokinetic,Entropic Adaptability,df53defe-2638-4bc7-a90d-3490598feaf4,confident-book,description matches book text
objectTables/subclasses/disciple-of-the-cryokinetic.yaml,Disciple of the Cryokinetic,Chilling Readiness,5c404582-25dd-4786-ace8-ab50cb8d6f61,confident-book,description matches book text
objectTables/subclasses/disciple-of-the-cryokinetic.yaml,Disciple of the Cryokinetic,Absolute Zero,315b55c9-8be4-4413-8809-5d5c0d8f0d9a,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/disciple-of-the-cryokinetic.yaml,Disciple of the Cryokinetic,Heat Drain,55f4cc21-6c7a-46c7-ae6f-842b089db900,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/disciple-of-the-cryokinetic.yaml,Disciple of the Cryokinetic,Cryokinetic Mastery,0c0e1343-39bf-4e06-bb4e-26e88fff36ed,confident-book,feature name matches book text; rules text lives in modifiers
objectTables/subclasses/disciple-of-the-metakinetic.yaml,Disciple of the Metakinetic,Gravitic Strike,c43039b9-fe25-47a5-b2f1-a83d32426cf5,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/disciple-of-the-metakinetic.yaml,Disciple of the Metakinetic,Kinetic Shield,c546fec4-581d-42e9-b07c-2adb28043ac4,confident-internal,grants a Signature/Heroic ability; the ability card is the display (ruling 1)
objectTables/subclasses/disciple-of-the-metakinetic.yaml,Disciple of the Metakinetic,Inertial Sink,5c054f12-b899-43d4-84a8-9fdbbcf19010,confident-book,description matches book text
